date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:08:17	2387/2387	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:17%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-install-setup%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embede078	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:17	9815/9815	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2009:19:11%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-com-envy4500-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-com-envy4500-install.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:18	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:18%20GMT	http://123.hp-setup.com/hp-printer-install-setup/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-install-setup/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:18	12198/12198	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2009:33:59%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-envy4500-setup-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-envy4500-setup-install.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:19	9852/9852	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2009:40:03%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-4500-printer.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-4500-printer.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:19	11596/11596	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2009:46:36%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-4500-printer-setup.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-4500-printer-setup.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:20	15254/15254	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2009:49:46%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-envy4500-setup-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-envy4500-setup-install.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:21	13158/13158	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2010:01:00%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-4500-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-4500-install.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:21	8296/8296	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2010:05:40%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-com-envy-printer-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-com-envy-printer-install.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:22	16470/16470	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2010:07:36%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-4500-printer-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-4500-printer-install.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:23	13700/13700	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2010:10:06%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123-hp-com-envy-printer-install-setup.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123-hp-com-envy-printer-install-setup.jpg	(from http://123.hp-setup.com/hp-printer-install-setup/)
14:08:24	15259/15259	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2005:23:09%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/HP-Printer-setup-windows-8.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/HP-Printer-setup-windows-8.jpg	(from http://123.hp-setup.com/hp-printer-setup-windows-8/)
14:08:24	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:25%20GMT	http://123.hp-setup.com/?p=1112	C:/My%20Web%20Sites/123HP/123.hp-setup.com/index6dbe.html	(from http://123.hp-setup.com/hp-printer-setup-windows-8/)
14:08:24	2360/2360	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:25%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-windows-8%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed1a5c.json	(from http://123.hp-setup.com/hp-printer-setup-windows-8/)
14:08:25	2454/2454	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:26%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-windows-8%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed8db0	(from http://123.hp-setup.com/hp-printer-setup-windows-8/)
14:08:26	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:27%20GMT	http://123.hp-setup.com/hp-printer-setup-windows-8/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows-8/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-setup-windows-8/)
14:08:27	21796/21796	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Dec%202016%2004:53:32%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/12/hp-setup-windows-10-install.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/12/hp-setup-windows-10-install.jpg	(from http://123.hp-setup.com/hp-printer-setup-windows-10/)
14:08:27	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:27%20GMT	http://123.hp-setup.com/?p=1087	C:/My%20Web%20Sites/123HP/123.hp-setup.com/index4413.html	(from http://123.hp-setup.com/hp-printer-setup-windows-10/)
14:08:27	2317/2317	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:27%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-windows-10%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed0baa.json	(from http://123.hp-setup.com/hp-printer-setup-windows-10/)
14:08:28	2414/2414	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:28%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-windows-10%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed46d7	(from http://123.hp-setup.com/hp-printer-setup-windows-10/)
14:08:29	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:29%20GMT	http://123.hp-setup.com/hp-printer-setup-windows-10/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows-10/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-setup-windows-10/)
14:08:31	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:31%20GMT	http://123.hp-setup.com/?p=1024	C:/My%20Web%20Sites/123HP/123.hp-setup.com/indexf0fa.html	(from http://123.hp-setup.com/hp-printer-setup-windows/)
14:08:31	2290/2290	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:31%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-windows%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed8d60.json	(from http://123.hp-setup.com/hp-printer-setup-windows/)
14:08:32	2387/2387	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:32%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-windows%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedfdc8	(from http://123.hp-setup.com/hp-printer-setup-windows/)
14:08:32	62382/62382	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2005:23:12%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/HP-Printer-setup-windows-10.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/HP-Printer-setup-windows-10.jpg	(from http://123.hp-setup.com/hp-printer-setup-windows-10/)
14:08:32	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:33%20GMT	http://123.hp-setup.com/hp-printer-setup-windows/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-windows/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-setup-windows/)
14:08:33	51192/51192	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Jan%202017%2006:26:01%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/hp-printer-setup-windows.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/hp-printer-setup-windows.jpg	(from http://123.hp-setup.com/hp-printer-setup-windows/)
14:08:34	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:34%20GMT	http://123.hp-setup.com/?p=1039	C:/My%20Web%20Sites/123HP/123.hp-setup.com/index5900.html	(from http://123.hp-setup.com/hp-printer-setup-mac/)
14:08:34	2270/2270	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:34%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-mac%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed52d1.json	(from http://123.hp-setup.com/hp-printer-setup-mac/)
14:08:34	30643/30643	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Nov%202016%2007:47:15%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hpcom-setup-for-mac.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hpcom-setup-for-mac.jpg	(from http://123.hp-setup.com/hp-printer-setup-mac/)
14:08:34	2367/2367	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:35%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-mac%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embeddcff	(from http://123.hp-setup.com/hp-printer-setup-mac/)
14:08:35	9581/9581	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Nov%202016%2009:11:55%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-smartphone-connection.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-smartphone-connection.jpg	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:35	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:36%20GMT	http://123.hp-setup.com/hp-printer-setup-mac/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-mac/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-setup-mac/)
14:08:36	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:37%20GMT	http://123.hp-setup.com/?p=1054	C:/My%20Web%20Sites/123HP/123.hp-setup.com/indexd030.html	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:36	2305/2305	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:37%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-smartphone%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedd6ba.json	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:37	2402/2402	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:38%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-setup-smartphone%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embeda359	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:38	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:39%20GMT	http://123.hp-setup.com/hp-printer-setup-smartphone/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-setup-smartphone/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:38	20272/20272	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Nov%202016%2008:29:02%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-for-android-phone.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-setup-for-android-phone.jpg	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:39	19994/19994	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Nov%202016%2008:40:25%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-envy-setup-mobile.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-envy-setup-mobile.jpg	(from http://123.hp-setup.com/hp-printer-setup-smartphone/)
14:08:40	27431/27431	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Dec%202016%2009:06:06%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/12/123-hp-envy-sharing-printer-setup.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/12/123-hp-envy-sharing-printer-setup.jpg	(from http://123.hp-setup.com/hp-printer-network-sharing-setup/)
14:08:40	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:41%20GMT	http://123.hp-setup.com/?p=2052	C:/My%20Web%20Sites/123HP/123.hp-setup.com/index0180.html	(from http://123.hp-setup.com/hp-printer-network-sharing-setup/)
14:08:40	2342/2342	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:41%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-network-sharing-setup%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedba3e.json	(from http://123.hp-setup.com/hp-printer-network-sharing-setup/)
14:08:41	2439/2439	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:42%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-network-sharing-setup%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedfc2c	(from http://123.hp-setup.com/hp-printer-network-sharing-setup/)
14:08:42	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:43%20GMT	http://123.hp-setup.com/hp-printer-network-sharing-setup/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-network-sharing-setup/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-network-sharing-setup/)
14:08:43	36216/36216	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Dec%202016%2009:05:37%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/12/123-hp-com-envy-driver-sharing.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/12/123-hp-com-envy-driver-sharing.jpg	(from http://123.hp-setup.com/hp-printer-network-sharing-setup/)
14:08:44	19032/19032	---M--	200	added ('OK')	image/gif	date:Fri,%2030%20Dec%202016%2009:03:10%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-4500-printer-setup.gif	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-4500-printer-setup.gif	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:44	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:44%20GMT	http://123.hp-setup.com/?p=1317	C:/My%20Web%20Sites/123HP/123.hp-setup.com/index1e59.html	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:44	2307/2307	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:44%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-firmware-setup%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed242a.json	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:45	2404/2404	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:45%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-firmware-setup%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedac92	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:46	25538/25538	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Nov%202016%2006:52:04%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-driver-reset.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-driver-reset.jpg	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:46	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:46%20GMT	http://123.hp-setup.com/hp-printer-firmware-setup/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-firmware-setup/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:46	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:47%20GMT	http://123.hp-setup.com/hp-printer-firmware-setup	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-firmware-setup.c6.delayed	(from http://123.hp-setup.com/hp-printer-firmware-setup/)
14:08:47	9602/9602	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202016%2005:24:05%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-ink-cartridges-problems.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-ink-cartridges-problems.jpg	(from http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/)
14:08:48	2387/2387	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:48%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-ink-cartridges-troubleshooting%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedd6ae.json	(from http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/)
14:08:48	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:49%20GMT	http://123.hp-setup.com/?p=1296	C:/My%20Web%20Sites/123HP/123.hp-setup.com/indexe6eb.html	(from http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/)
14:08:49	2484/2484	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:49%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fhp-printer-ink-cartridges-troubleshooting%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedfc61	(from http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/)
14:08:50	18311/18311	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202016%2012:23:34%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-print-quality-setup.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123hp-com-print-quality-setup.jpg	(from http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/)
14:08:50	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:50%20GMT	http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/123.hp-setup.com/index.html	(from http://123.hp-setup.com/hp-printer-ink-cartridges-troubleshooting/)
14:08:50	12395/12395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Dec%202016%2007:47:11%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/12/123hp-setup-envy4520-wifi.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/12/123hp-setup-envy4520-wifi.jpg	(from http://123.hp-setup.com/envy-4520-wireless-password-setup/)
14:08:52	17391/17391	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Nov%202016%2009:05:58%20GMT	http://123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-envy-wireless-protected.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2016/11/123-hp-setup-envy-wireless-protected.jpg	(from http://123.hp-setup.com/envy-4520-wireless-password-setup/)
14:08:52	2317/2317	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:52%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fenvy-4520-wireless-password-setup%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed5929.json	(from http://123.hp-setup.com/envy-4520-wireless-password-setup/)
14:08:52	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:53%20GMT	http://123.hp-setup.com/?p=2035	C:/My%20Web%20Sites/123HP/123.hp-setup.com/indexf36e.html	(from http://123.hp-setup.com/envy-4520-wireless-password-setup/)
14:08:53	2414/2414	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:53%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fenvy-4520-wireless-password-setup%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embed6636	(from http://123.hp-setup.com/envy-4520-wireless-password-setup/)
14:08:54	26/26	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:54%20GMT	http://123.hp-setup.com/envy-4520-wireless-password-setup/123.hp-setup.com/	C:/My%20Web%20Sites/123HP/123.hp-setup.com/envy-4520-wireless-password-setup/123.hp-setup.com/index.html	(from http://123.hp-setup.com/envy-4520-wireless-password-setup/)
14:08:54	31816/31816	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202017%2004:20:14%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/hp-oj-3830-wifi-setup.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/hp-oj-3830-wifi-setup.jpg	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
14:08:55	25202/25202	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202017%2004:20:52%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/123-hp-oj-3830-wireless-setup.png	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/123-hp-oj-3830-wireless-setup.png	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
14:08:55	12395/12395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202017%2004:22:17%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/123hp-setup-officejet-3830.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/123hp-setup-officejet-3830.jpg	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
14:08:56	17391/17391	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202017%2004:22:42%20GMT	http://123.hp-setup.com/wp-content/uploads/2017/01/123-hp-setup-oj3830-wireless-protected.jpg	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-content/uploads/2017/01/123-hp-setup-oj3830-wireless-protected.jpg	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
14:08:57	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2031%20Dec%202017%2008:38:57%20GMT	http://123.hp-setup.com/?p=4371	C:/My%20Web%20Sites/123HP/123.hp-setup.com/index29ea.html	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
14:08:57	2354/2354	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Dec%202017%2008:38:57%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fofficejet-3830-wifi-protected-setup%2F	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embedfb8d.json	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
14:08:58	2451/2451	---M-Z	200	added ('OK')	text/xml	date:Sun,%2031%20Dec%202017%2008:38:58%20GMT	http://123.hp-setup.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2F123.hp-setup.com%2Fofficejet-3830-wifi-protected-setup%2F&format=xml	C:/My%20Web%20Sites/123HP/123.hp-setup.com/wp-json/oembed/1.0/embede77b	(from http://123.hp-setup.com//officejet-3830-wifi-protected-setup/)
